Gender,Age,BMI,Duration,Heart Rate,Body Temperature,Calorie Consumption
female,29,22.77,25.0,111.0,40.6,169.0
female,32,22.14,28.0,107.0,40.8,176.0
female,50,24.0,15.0,84.0,40.3,60.0
female,35,22.84,15.0,89.0,40.2,65.0
female,25,23.53,24.0,100.0,40.5,131.0
male,79,25.73,19.0,106.0,40.4,157.0
female,47,23.94,3.0,89.0,38.5,14.0
female,78,24.68,20.0,98.0,40.1,121.0
male,27,24.11,19.0,96.0,40.1,80.0
male,45,25.85,18.0,85.0,40.7,64.0
female,30,23.42,11.0,87.0,39.8,46.0
female,25,23.1,3.0,85.0,38.9,11.0
male,26,26.02,16.0,93.0,40.5,69.0
male,77,25.06,28.0,108.0,40.8,241.0
male,41,24.47,15.0,93.0,40.3,73.0
male,32,25.14,12.0,98.0,39.9,58.0
female,40,23.81,7.0,86.0,39.2,29.0
female,43,24.84,12.0,95.0,39.9,62.0
male,73,25.73,5.0,85.0,39.1,25.0
male,51,25.51,12.0,93.0,40.2,58.0
female,22,24.16,17.0,95.0,40.2,80.0
female,27,22.64,25.0,108.0,40.6,160.0
male,20,25.69,6.0,83.0,39.4,12.0
female,20,22.21,14.0,92.0,40.1,64.0
female,45,22.86,8.0,80.0,39.6,29.0
male,72,26.26,24.0,105.0,40.7,192.0
female,21,23.92,14.0,95.0,40.4,67.0
male,21,23.29,12.0,88.0,39.9,34.0
male,78,25.25,8.0,91.0,39.7,52.0
male,33,26.23,14.0,94.0,39.8,62.0
male,34,23.89,7.0,91.0,39.5,27.0
male,59,25.95,21.0,97.0,40.7,129.0
female,39,25.28,15.0,89.0,40.4,66.0
female,44,25.0,23.0,105.0,41.0,144.0
female,52,24.16,14.0,92.0,40.4,69.0
female,55,22.91,20.0,95.0,40.3,107.0
female,41,22.02,5.0,82.0,39.1,18.0
male,48,26.54,11.0,91.0,40.0,52.0
female,35,22.86,24.0,101.0,40.6,136.0
female,34,24.84,27.0,107.0,40.6,169.0
male,28,23.85,6.0,82.0,39.3,15.0
male,56,25.0,9.0,92.0,39.9,50.0
female,71,25.01,28.0,103.0,40.7,178.0
male,63,25.28,6.0,88.0,39.2,29.0
female,56,23.96,27.0,106.0,40.8,183.0
male,48,26.09,22.0,103.0,40.7,140.0
male,57,25.76,19.0,98.0,40.9,121.0
female,62,22.57,23.0,103.0,40.4,145.0
male,25,26.84,8.0,81.0,39.4,17.0
male,22,23.16,15.0,97.0,40.3,64.0
female,23,22.09,3.0,84.0,38.3,11.0
female,23,23.23,26.0,109.0,40.5,166.0
male,23,23.53,16.0,88.0,40.6,43.0
male,27,23.59,13.0,88.0,40.3,36.0
female,57,24.22,22.0,103.0,40.3,138.0
male,62,25.51,6.0,92.0,38.9,35.0
male,34,24.27,22.0,100.0,40.8,127.0
male,53,24.19,20.0,107.0,40.7,145.0
female,31,21.46,3.0,86.0,38.6,13.0
male,79,27.1,14.0,93.0,40.2,90.0
male,54,24.75,3.0,89.0,38.8,15.0
male,40,25.08,5.0,79.0,39.1,12.0
female,55,23.53,23.0,110.0,40.7,161.0
male,30,23.55,3.0,90.0,38.7,11.0
male,52,23.8,20.0,106.0,40.8,143.0
male,71,24.49,16.0,91.0,40.1,90.0
male,30,26.12,11.0,96.0,39.7,49.0
female,45,22.19,8.0,97.0,39.4,44.0
male,31,24.05,18.0,93.0,40.5,75.0
male,38,26.59,8.0,83.0,39.5,26.0
female,69,23.38,25.0,111.0,40.6,183.0
female,62,24.26,7.0,93.0,39.3,36.0
male,23,23.57,24.0,103.0,41.0,136.0
male,26,23.74,29.0,110.0,41.0,187.0
male,33,25.43,14.0,92.0,40.2,55.0
male,22,24.49,15.0,97.0,40.3,62.0
female,67,23.62,30.0,105.0,41.0,195.0
female,67,24.24,20.0,101.0,40.3,127.0
male,52,25.76,1.0,83.0,37.5,4.0
female,21,22.65,20.0,104.0,40.7,114.0
female,49,23.34,12.0,100.0,40.4,70.0
male,28,23.46,23.0,103.0,40.7,119.0
female,28,20.93,23.0,108.0,40.5,149.0
female,28,24.8,28.0,104.0,40.6,162.0
male,37,23.71,1.0,87.0,37.5,4.0
female,28,23.8,27.0,107.0,40.9,167.0
female,34,21.34,24.0,108.0,40.7,156.0
female,33,21.36,16.0,94.0,40.1,80.0
female,27,22.83,24.0,96.0,40.7,124.0
female,47,24.86,13.0,87.0,40.2,55.0
male,42,24.58,7.0,87.0,39.5,25.0
female,29,23.53,15.0,91.0,40.3,68.0
female,25,25.1,2.0,86.0,38.1,8.0
male,24,25.86,9.0,91.0,40.3,30.0
female,38,22.96,25.0,104.0,40.5,152.0
female,20,23.12,18.0,103.0,40.2,103.0
female,24,23.51,18.0,109.0,40.3,112.0
female,72,21.5,6.0,82.0,39.2,27.0
female,71,24.69,19.0,93.0,40.5,103.0
female,52,23.42,15.0,105.0,40.4,98.0
male,30,26.22,25.0,105.0,40.8,148.0
female,30,22.74,7.0,91.0,39.4,30.0
female,26,23.53,15.0,93.0,40.2,70.0
male,66,25.88,27.0,105.0,41.1,206.0
female,61,24.09,4.0,78.0,38.5,15.0
female,20,23.31,21.0,101.0,40.4,113.0
male,49,26.81,9.0,86.0,39.7,36.0
male,52,25.2,2.0,87.0,38.0,9.0
female,21,21.41,29.0,106.0,40.7,174.0
male,45,23.84,26.0,104.0,40.8,163.0
female,23,23.62,27.0,103.0,40.7,149.0
male,37,26.02,27.0,110.0,40.6,194.0
male,21,25.51,22.0,100.0,40.8,111.0
female,48,24.99,14.0,101.0,40.1,84.0
female,35,22.38,9.0,84.0,39.6,35.0
female,20,21.83,4.0,81.0,38.9,13.0
male,47,26.85,23.0,101.0,40.2,143.0
male,56,26.32,6.0,96.0,39.3,36.0
female,77,26.4,4.0,91.0,38.9,21.0
female,59,24.28,26.0,99.0,40.8,150.0
male,48,26.88,7.0,89.0,39.8,32.0
male,24,27.47,19.0,88.0,40.2,62.0
female,62,25.2,23.0,104.0,41.0,150.0
male,63,25.89,16.0,92.0,39.9,99.0
male,42,27.16,28.0,113.0,41.1,223.0
female,41,23.78,29.0,115.0,40.9,207.0
male,66,25.97,16.0,90.0,40.4,81.0
female,35,21.97,19.0,97.0,40.7,99.0
female,60,22.51,27.0,115.0,40.7,210.0
male,77,26.02,30.0,107.0,41.0,259.0
female,78,24.34,9.0,96.0,39.7,52.0
male,57,24.22,12.0,100.0,39.9,77.0
female,60,25.24,25.0,100.0,40.7,150.0
female,38,21.88,18.0,95.0,40.6,88.0
female,45,25.53,17.0,99.0,40.2,95.0
male,61,26.6,18.0,97.0,40.3,116.0
female,64,25.34,29.0,108.0,40.8,199.0
female,38,22.05,10.0,93.0,39.7,48.0
male,21,22.84,19.0,97.0,40.8,79.0
female,31,21.22,4.0,87.0,39.1,17.0
male,66,25.96,27.0,113.0,40.8,241.0
male,64,25.51,30.0,115.0,40.9,264.0
male,42,24.96,8.0,84.0,39.5,31.0
female,21,22.06,5.0,89.0,38.7,21.0
female,65,22.31,28.0,108.0,40.8,196.0
male,50,26.22,6.0,92.0,39.4,30.0
female,65,23.23,22.0,92.0,40.8,117.0
male,25,23.53,5.0,79.0,39.0,7.0
male,23,26.28,11.0,89.0,39.9,36.0
female,33,22.31,23.0,107.0,40.9,147.0
female,36,23.89,20.0,106.0,40.3,120.0
male,53,24.16,9.0,90.0,39.6,44.0
female,36,22.31,17.0,100.0,40.4,96.0
male,52,27.15,21.0,100.0,40.4,132.0
male,35,25.48,20.0,94.0,40.8,94.0
male,24,26.61,29.0,104.0,40.5,178.0
male,25,24.81,7.0,82.0,39.3,16.0
female,25,22.68,12.0,88.0,40.0,49.0
female,27,22.76,16.0,89.0,40.7,69.0
male,24,26.28,21.0,98.0,40.4,98.0
female,38,22.41,20.0,99.0,40.5,111.0
female,33,21.95,11.0,94.0,39.7,53.0
female,21,22.94,9.0,84.0,39.6,33.0
male,40,26.04,24.0,100.0,40.8,142.0
male,27,26.6,14.0,95.0,40.4,63.0
male,67,25.0,4.0,82.0,39.0,17.0
female,22,23.19,3.0,86.0,38.2,12.0
male,69,25.74,2.0,78.0,38.3,8.0
male,44,24.82,28.0,103.0,40.9,172.0
male,77,27.44,24.0,101.0,40.7,183.0
male,32,26.8,8.0,89.0,40.0,32.0
female,78,24.02,4.0,84.0,39.0,17.0
male,55,26.89,12.0,90.0,40.1,56.0
female,39,21.83,8.0,87.0,39.2,35.0
male,23,24.77,4.0,84.0,39.0,9.0
female,22,21.38,15.0,94.0,40.5,70.0
female,48,22.97,27.0,110.0,40.7,190.0
female,21,23.03,29.0,100.0,41.1,153.0
female,78,25.11,27.0,109.0,40.6,189.0
male,58,27.48,30.0,105.0,40.8,203.0
female,62,22.6,7.0,87.0,39.5,33.0
female,34,22.21,2.0,79.0,38.3,7.0
female,65,23.24,21.0,104.0,40.4,134.0
male,43,26.04,14.0,88.0,40.3,59.0
male,37,24.36,30.0,120.0,41.2,258.0
male,42,26.31,5.0,87.0,39.1,20.0
male,65,26.51,17.0,99.0,40.3,114.0
male,75,24.74,1.0,80.0,37.6,5.0
male,72,25.28,21.0,97.0,40.6,140.0
female,37,21.87,4.0,86.0,38.8,17.0
male,51,27.31,23.0,102.0,40.5,146.0
male,63,25.15,18.0,92.0,40.1,101.0
male,67,26.04,22.0,102.0,40.7,166.0
female,74,25.56,30.0,101.0,41.0,183.0
female,42,22.92,17.0,97.0,40.1,89.0
female,32,21.89,20.0,98.0,40.4,106.0
male,42,25.21,16.0,102.0,40.3,99.0
male,73,25.99,25.0,106.0,40.7,206.0
male,28,25.17,1.0,89.0,38.0,4.0
male,20,22.79,17.0,98.0,40.4,69.0
female,27,23.92,13.0,84.0,40.1,50.0
male,24,24.78,13.0,90.0,40.2,44.0
female,20,23.12,26.0,98.0,41.0,130.0
male,35,23.2,9.0,85.0,39.4,27.0
male,51,26.06,24.0,103.0,40.7,176.0
male,21,25.66,18.0,104.0,40.5,97.0
female,44,24.86,23.0,109.0,40.9,147.0
male,39,25.99,17.0,93.0,40.4,79.0
male,20,24.3,12.0,96.0,40.0,47.0
female,52,25.62,6.0,93.0,38.8,29.0
female,29,20.83,24.0,110.0,40.5,160.0
female,62,22.48,19.0,94.0,40.3,105.0
male,58,24.7,27.0,111.0,41.1,226.0
female,22,23.26,26.0,107.0,41.0,156.0
male,41,26.02,16.0,100.0,40.7,94.0
male,57,25.77,4.0,89.0,38.8,20.0
female,55,23.53,10.0,89.0,39.8,48.0
male,25,25.86,15.0,103.0,40.4,77.0
female,63,23.26,23.0,100.0,40.7,138.0
male,44,26.49,5.0,86.0,39.0,19.0
male,46,23.78,25.0,102.0,40.8,150.0
female,54,23.31,17.0,98.0,40.5,100.0
female,48,23.26,16.0,96.0,40.4,85.0
female,79,24.61,8.0,100.0,39.6,51.0
male,41,25.56,10.0,80.0,39.9,26.0
male,25,25.82,5.0,91.0,39.3,17.0
male,32,25.44,10.0,92.0,39.9,41.0
male,23,25.66,18.0,103.0,40.5,96.0
male,42,23.99,10.0,80.0,39.7,27.0
male,47,24.3,19.0,93.0,40.4,91.0
male,29,24.68,21.0,96.0,40.6,88.0
male,26,24.18,24.0,101.0,41.0,127.0
male,22,25.74,4.0,84.0,38.9,10.0
female,43,22.96,20.0,105.0,40.6,125.0
female,39,22.98,11.0,94.0,39.9,57.0
male,22,23.05,27.0,114.0,40.8,177.0
female,28,23.83,21.0,99.0,40.3,113.0
female,44,24.4,28.0,99.0,40.7,147.0
female,66,22.83,8.0,90.0,39.5,41.0
female,25,22.86,2.0,80.0,38.1,7.0
female,70,24.98,29.0,112.0,40.9,215.0
female,40,22.14,26.0,101.0,40.8,151.0
female,29,23.72,17.0,89.0,40.4,71.0
male,27,23.91,2.0,81.0,37.8,5.0
male,34,25.88,10.0,90.0,39.5,38.0
female,65,22.14,16.0,87.0,40.6,76.0
male,77,24.98,25.0,92.0,40.8,168.0
female,46,25.8,5.0,92.0,39.1,25.0
male,67,27.14,5.0,86.0,39.1,24.0
male,37,23.15,9.0,93.0,39.4,38.0
female,20,24.84,9.0,74.0,39.6,22.0
female,26,21.76,26.0,104.0,41.0,155.0
female,30,23.81,2.0,83.0,38.4,7.0
female,63,20.93,22.0,101.0,40.9,140.0
female,66,23.51,22.0,101.0,40.5,134.0
female,44,23.32,19.0,102.0,40.8,111.0
male,60,25.98,17.0,97.0,40.6,106.0
male,25,23.77,29.0,111.0,40.8,187.0
male,32,27.47,11.0,84.0,39.7,34.0
female,23,21.49,13.0,98.0,40.0,69.0
male,25,23.89,27.0,107.0,40.9,156.0
male,72,25.22,8.0,73.0,39.7,26.0
female,70,24.09,24.0,105.0,40.7,161.0
female,41,22.5,25.0,107.0,40.8,161.0
female,20,22.15,2.0,85.0,38.0,7.0
male,22,24.98,3.0,78.0,38.4,6.0
male,28,27.46,18.0,98.0,40.0,90.0
male,38,24.64,2.0,73.0,38.4,3.0
male,79,26.84,17.0,105.0,40.2,147.0
male,29,25.66,25.0,101.0,41.0,132.0
male,34,26.86,24.0,93.0,40.6,105.0
male,69,26.31,6.0,82.0,39.1,28.0
male,22,25.13,20.0,106.0,40.6,115.0
female,33,22.1,25.0,109.0,40.7,164.0
male,54,26.85,13.0,100.0,40.0,83.0
female,27,24.99,11.0,93.0,40.0,46.0
female,75,25.35,8.0,86.0,39.2,37.0
male,36,26.25,21.0,94.0,40.5,105.0
male,77,26.04,11.0,97.0,39.6,80.0
male,61,27.37,9.0,88.0,39.9,47.0
male,48,24.96,23.0,96.0,40.4,129.0
female,49,21.79,26.0,105.0,40.7,169.0
male,39,26.85,24.0,107.0,40.4,161.0
male,31,25.23,28.0,108.0,40.7,185.0
male,40,26.53,29.0,110.0,40.7,220.0
female,57,23.32,24.0,106.0,40.7,156.0
male,53,26.53,18.0,101.0,40.3,112.0
female,39,24.69,9.0,81.0,39.6,32.0
female,56,24.46,21.0,108.0,40.8,142.0
female,49,23.18,21.0,93.0,40.9,105.0
female,29,23.6,4.0,81.0,39.3,13.0
female,53,23.28,27.0,106.0,40.9,181.0
female,24,25.71,28.0,118.0,40.8,202.0
male,48,25.0,29.0,117.0,40.7,261.0
male,20,23.24,22.0,102.0,40.6,104.0
female,24,23.81,10.0,94.0,40.0,48.0
female,24,22.86,13.0,100.0,40.1,70.0
female,38,24.67,9.0,79.0,39.6,31.0
male,36,24.34,7.0,86.0,39.4,22.0
male,22,25.08,29.0,102.0,40.5,148.0
female,49,24.24,9.0,82.0,39.6,35.0
female,21,23.03,28.0,112.0,41.0,184.0
male,23,26.0,15.0,92.0,39.9,56.0
female,24,21.45,3.0,85.0,38.5,12.0
male,30,23.55,27.0,116.0,41.0,213.0
male,60,27.34,11.0,103.0,39.8,77.0
female,77,23.59,20.0,105.0,40.3,136.0
male,23,24.97,21.0,96.0,40.7,87.0
male,69,26.94,2.0,83.0,38.5,10.0
female,51,25.1,30.0,117.0,41.3,232.0
female,50,25.45,9.0,87.0,40.1,41.0
female,49,23.12,16.0,94.0,40.5,84.0
female,32,23.68,20.0,100.0,40.6,113.0
female,20,22.35,22.0,100.0,40.4,120.0
female,41,23.41,10.0,95.0,39.3,49.0
female,59,23.5,19.0,94.0,40.5,98.0
female,76,22.89,22.0,100.0,40.8,141.0
male,51,26.04,2.0,77.0,37.8,6.0
female,25,23.61,5.0,82.0,39.0,18.0
male,63,25.39,7.0,90.0,39.2,36.0
female,37,22.48,20.0,94.0,40.6,102.0
female,54,26.37,12.0,87.0,39.9,52.0
male,51,25.03,10.0,95.0,39.5,54.0
female,28,25.21,14.0,87.0,40.7,55.0
male,22,25.45,21.0,99.0,40.3,100.0
female,23,23.41,4.0,89.0,38.8,16.0
male,48,26.56,3.0,77.0,38.7,8.0
male,23,24.19,2.0,76.0,38.0,2.0
female,26,24.84,8.0,86.0,39.4,31.0
female,65,24.14,17.0,95.0,40.5,96.0
female,34,22.43,18.0,95.0,40.8,92.0
male,76,25.96,8.0,88.0,39.5,41.0
male,20,23.82,4.0,75.0,39.1,4.0
male,25,26.29,14.0,94.0,40.2,61.0
male,77,26.31,25.0,99.0,40.6,186.0
female,33,21.62,2.0,81.0,38.5,7.0
male,59,24.75,20.0,102.0,40.4,144.0
male,51,26.59,5.0,77.0,39.0,15.0
male,24,25.31,9.0,93.0,39.5,34.0
male,77,24.96,25.0,109.0,41.0,214.0
female,29,21.3,12.0,90.0,39.8,54.0
female,56,24.14,3.0,93.0,38.4,16.0
female,27,24.69,28.0,112.0,40.8,181.0
male,35,25.14,12.0,90.0,40.1,45.0
female,71,23.94,14.0,93.0,40.2,74.0
male,22,25.51,2.0,84.0,38.2,5.0
male,25,24.41,17.0,93.0,40.4,68.0
male,58,24.25,2.0,84.0,38.5,8.0
female,55,23.51,23.0,102.0,40.8,141.0
male,71,27.16,2.0,75.0,38.0,7.0
female,64,20.96,5.0,82.0,39.1,22.0
male,52,25.24,24.0,103.0,40.8,166.0
female,49,23.19,14.0,94.0,40.3,74.0
male,32,26.6,4.0,87.0,38.7,14.0
male,37,25.85,9.0,87.0,39.6,31.0
female,42,21.88,6.0,83.0,39.1,23.0
male,78,27.46,15.0,90.0,40.2,93.0
female,30,22.99,18.0,100.0,40.4,102.0
male,26,26.03,12.0,81.0,40.3,30.0
female,30,26.16,24.0,110.0,40.7,161.0
male,60,24.38,4.0,87.0,38.9,18.0
male,24,25.0,18.0,93.0,40.4,68.0
female,26,24.44,13.0,97.0,40.3,66.0
male,68,27.47,21.0,95.0,41.0,135.0
male,21,23.36,16.0,90.0,40.3,48.0
female,29,22.02,23.0,106.0,40.6,138.0
male,54,24.62,21.0,104.0,40.3,147.0
male,31,25.42,9.0,94.0,39.4,39.0
male,32,24.41,13.0,94.0,40.3,58.0
female,27,22.72,26.0,97.0,40.8,131.0
male,32,26.06,8.0,94.0,39.6,34.0
female,40,22.86,14.0,91.0,39.9,66.0
male,20,25.38,13.0,89.0,40.3,40.0
female,20,23.8,19.0,91.0,40.1,86.0
female,33,22.58,16.0,105.0,40.0,98.0
male,69,24.86,8.0,89.0,39.8,43.0
male,31,24.39,30.0,106.0,41.0,177.0
male,57,26.04,8.0,85.0,39.4,36.0
female,32,22.66,22.0,102.0,40.6,128.0
female,29,23.53,9.0,87.0,39.4,37.0
female,67,24.28,3.0,83.0,38.3,12.0
male,61,26.75,25.0,94.0,40.7,142.0
male,76,25.46,29.0,102.0,40.7,227.0
female,69,23.57,1.0,80.0,37.7,4.0
female,36,23.59,17.0,100.0,40.8,94.0
female,41,21.5,5.0,87.0,39.4,22.0
female,69,25.07,27.0,106.0,40.7,185.0
female,65,22.84,7.0,77.0,39.2,24.0
male,46,25.25,29.0,107.0,40.6,210.0
male,62,23.65,2.0,83.0,38.4,9.0
female,43,24.75,7.0,88.0,39.1,31.0
male,54,23.6,25.0,111.0,41.1,192.0
male,42,26.75,9.0,93.0,39.7,42.0
female,73,24.03,17.0,97.0,40.3,101.0
female,20,23.84,25.0,99.0,40.5,126.0
male,26,23.91,5.0,84.0,39.2,13.0
female,79,23.92,15.0,94.0,39.6,86.0
male,24,24.4,3.0,73.0,38.5,3.0
female,76,22.89,7.0,86.0,39.6,34.0
female,25,23.53,1.0,82.0,37.7,4.0
female,71,24.56,18.0,106.0,40.4,125.0
female,44,24.46,23.0,99.0,40.6,129.0
female,74,24.84,12.0,93.0,39.7,66.0
female,56,22.79,5.0,85.0,39.1,21.0
male,44,26.2,6.0,84.0,39.4,20.0
male,43,26.87,24.0,108.0,40.6,171.0
male,39,25.34,15.0,99.0,40.3,77.0
male,23,26.03,6.0,89.0,39.2,20.0
male,23,25.51,3.0,83.0,38.5,8.0
male,56,27.15,20.0,107.0,40.4,151.0
male,22,25.34,8.0,86.0,39.5,21.0
female,68,24.49,10.0,85.0,39.9,44.0
male,73,24.38,13.0,93.0,39.9,76.0
female,68,22.53,8.0,97.0,40.1,46.0
male,62,26.84,17.0,100.0,40.2,120.0
female,20,23.44,24.0,100.0,40.7,128.0
female,69,24.77,15.0,95.0,40.2,86.0
female,30,23.18,7.0,81.0,39.5,24.0
female,44,24.09,12.0,82.0,39.6,45.0
male,38,26.58,4.0,90.0,38.9,17.0
female,27,22.77,22.0,93.0,40.3,103.0
male,62,26.88,27.0,108.0,40.7,220.0
male,54,24.75,7.0,88.0,39.6,34.0
female,64,25.21,19.0,98.0,40.6,109.0
female,56,24.31,20.0,101.0,40.8,120.0
male,35,23.82,8.0,93.0,39.5,35.0
female,29,23.67,25.0,104.0,40.4,146.0
female,66,25.14,10.0,90.0,39.9,49.0
female,44,22.31,19.0,104.0,40.6,118.0
female,31,23.92,9.0,93.0,39.4,43.0
female,23,23.24,15.0,90.0,40.1,65.0
female,44,23.72,25.0,103.0,40.5,148.0
male,23,25.69,17.0,100.0,40.5,91.0
male,63,24.97,28.0,111.0,41.0,241.0
female,27,21.05,20.0,93.0,40.5,95.0
male,60,24.99,6.0,88.0,39.3,31.0
female,60,23.83,27.0,109.0,40.5,189.0
male,25,25.2,21.0,102.0,40.5,113.0
male,29,23.94,16.0,96.0,40.2,67.0
male,34,23.42,8.0,93.0,39.5,31.0
male,38,24.74,25.0,93.0,40.9,124.0
female,63,23.53,6.0,90.0,39.4,30.0
female,25,19.72,21.0,101.0,40.4,120.0
male,56,24.57,5.0,86.0,38.9,22.0
male,22,26.04,2.0,82.0,37.9,5.0
male,24,23.99,10.0,92.0,39.6,37.0
male,69,26.26,18.0,93.0,40.7,109.0
male,27,23.46,22.0,94.0,40.5,87.0
male,39,25.51,6.0,88.0,39.2,25.0
female,41,23.31,22.0,100.0,40.7,124.0
male,62,25.34,28.0,112.0,41.0,238.0
female,61,26.23,25.0,105.0,40.7,162.0
female,72,24.77,19.0,93.0,40.5,103.0
female,38,25.86,11.0,90.0,39.8,49.0
female,61,22.13,18.0,91.0,40.7,90.0
female,27,23.84,11.0,94.0,40.0,51.0
female,25,24.31,3.0,79.0,38.4,9.0
female,23,22.03,16.0,111.0,40.6,106.0
female,21,21.97,22.0,102.0,40.3,118.0
female,33,22.48,20.0,100.0,40.5,113.0
male,68,26.3,4.0,80.0,38.6,17.0
female,43,24.15,19.0,97.0,40.4,107.0
female,76,25.31,13.0,100.0,40.1,80.0
female,58,22.96,4.0,80.0,38.8,15.0
male,33,25.34,22.0,105.0,40.9,133.0
male,20,24.96,10.0,85.0,39.8,26.0
female,70,25.51,16.0,88.0,39.9,76.0
male,43,27.08,17.0,103.0,40.7,121.0
female,45,23.94,21.0,101.0,40.7,121.0
female,73,24.9,28.0,117.0,40.6,220.0
female,22,23.44,25.0,102.0,40.9,140.0
female,20,21.95,3.0,90.0,38.5,12.0
male,45,25.06,3.0,84.0,38.3,10.0
male,58,24.14,10.0,88.0,39.9,48.0
male,36,23.95,16.0,101.0,40.2,84.0
male,20,24.9,11.0,101.0,40.1,54.0
male,36,26.4,22.0,109.0,40.5,148.0
female,33,24.84,25.0,105.0,40.6,157.0
male,74,27.69,7.0,86.0,39.3,41.0
female,71,24.88,9.0,85.0,39.8,42.0
male,34,25.2,15.0,92.0,40.3,64.0
male,75,24.78,21.0,99.0,40.3,151.0
male,26,25.46,4.0,80.0,39.0,8.0
male,32,24.08,20.0,95.0,40.5,91.0
female,60,20.17,28.0,103.0,41.2,184.0
female,52,22.83,7.0,80.0,39.5,28.0
male,56,26.87,2.0,79.0,37.9,7.0
female,24,22.06,26.0,104.0,40.8,151.0
female,29,22.31,19.0,96.0,40.5,96.0
female,55,25.44,2.0,79.0,38.0,7.0
female,28,21.93,18.0,100.0,40.5,101.0
male,55,24.62,18.0,90.0,40.1,85.0
male,76,25.72,8.0,95.0,39.3,57.0
male,77,26.04,13.0,87.0,39.9,75.0
female,49,23.83,14.0,92.0,40.2,70.0
male,34,23.37,12.0,92.0,40.2,49.0
male,57,27.44,11.0,95.0,39.9,66.0
male,26,25.48,8.0,94.0,39.5,34.0
female,75,22.76,7.0,83.0,39.3,31.0
male,28,25.69,6.0,92.0,39.5,26.0
female,22,20.45,6.0,87.0,39.1,24.0
female,64,23.2,13.0,90.0,40.0,63.0
male,37,25.51,6.0,87.0,39.3,23.0
female,71,25.16,2.0,70.0,37.8,6.0
male,28,25.25,21.0,101.0,40.5,117.0
female,23,21.27,15.0,96.0,40.5,72.0
male,49,24.75,11.0,95.0,39.8,63.0
female,24,24.17,14.0,98.0,40.4,72.0
male,64,25.71,4.0,88.0,39.1,20.0
female,45,23.45,28.0,110.0,40.7,188.0
male,69,25.18,18.0,100.0,40.3,125.0
female,47,22.35,7.0,84.0,39.6,30.0
female,43,23.29,12.0,90.0,40.0,59.0
female,25,21.45,9.0,84.0,40.0,34.0
male,63,25.0,1.0,91.0,37.4,6.0
female,46,22.13,13.0,99.0,39.8,73.0
male,78,27.1,22.0,93.0,40.8,141.0
female,68,25.01,8.0,93.0,39.7,42.0
male,57,26.49,12.0,91.0,39.7,61.0
male,66,24.91,13.0,98.0,40.3,82.0
male,45,26.02,10.0,86.0,39.3,42.0
male,31,24.99,11.0,85.0,40.1,35.0
male,38,25.18,15.0,101.0,40.1,87.0
male,22,26.88,17.0,91.0,40.2,62.0
female,29,26.67,20.0,98.0,40.7,106.0
male,44,24.57,8.0,77.0,39.7,17.0
female,51,24.61,2.0,82.0,38.3,8.0
female,58,23.53,12.0,95.0,39.7,64.0
male,39,25.42,7.0,88.0,39.7,27.0
female,52,24.14,20.0,110.0,40.3,140.0
female,71,22.64,22.0,101.0,40.7,142.0
female,22,22.49,20.0,95.0,40.5,95.0
male,75,23.99,29.0,120.0,40.8,295.0
female,24,21.21,27.0,101.0,40.9,153.0
female,71,24.46,16.0,96.0,40.2,92.0
female,24,24.01,21.0,103.0,40.5,120.0
female,27,22.21,1.0,88.0,38.0,4.0
female,25,22.84,16.0,90.0,40.3,68.0
male,57,25.17,25.0,113.0,40.9,213.0
male,42,25.77,10.0,82.0,39.4,33.0
female,42,23.36,11.0,93.0,40.0,53.0
male,29,23.57,15.0,85.0,40.2,44.0
male,24,24.81,19.0,97.0,40.3,84.0
male,56,25.74,8.0,87.0,39.8,37.0
female,49,24.68,3.0,85.0,38.6,12.0
male,77,27.12,13.0,88.0,40.3,73.0
male,43,25.8,7.0,96.0,39.7,36.0
male,43,25.59,9.0,90.0,39.9,38.0
male,26,24.92,19.0,95.0,40.5,82.0
male,44,23.84,24.0,104.0,40.1,149.0
male,70,25.54,25.0,105.0,40.7,194.0
female,27,22.39,17.0,104.0,40.3,99.0
male,43,26.32,12.0,94.0,40.0,62.0
female,41,23.38,22.0,101.0,40.5,126.0
female,71,23.95,29.0,108.0,40.9,204.0
female,33,23.34,26.0,113.0,40.7,181.0
female,22,22.39,29.0,103.0,40.8,162.0
female,67,22.94,23.0,101.0,40.4,145.0
male,31,25.4,17.0,83.0,40.6,46.0
female,77,23.05,30.0,110.0,40.8,223.0
female,22,21.97,9.0,88.0,39.7,37.0
female,61,23.77,24.0,99.0,40.3,137.0
male,43,24.62,16.0,94.0,40.1,76.0
female,33,23.11,30.0,112.0,41.2,209.0
male,29,23.3,11.0,96.0,40.1,47.0
female,31,22.53,13.0,99.0,40.1,68.0
female,45,22.96,20.0,98.0,40.4,111.0
female,62,22.76,17.0,88.0,40.3,82.0
female,50,21.73,11.0,91.0,40.1,52.0
male,56,26.6,12.0,93.0,39.9,67.0
male,79,28.41,29.0,99.0,41.0,217.0
male,49,24.84,18.0,99.0,40.2,107.0
female,30,21.08,8.0,83.0,39.4,30.0
female,21,22.53,14.0,88.0,40.4,55.0
male,23,26.78,2.0,92.0,38.4,7.0
female,34,21.22,5.0,85.0,38.7,20.0
male,24,26.31,7.0,94.0,39.8,29.0
female,21,19.78,11.0,86.0,40.1,44.0
female,35,21.22,5.0,85.0,39.2,19.0
female,33,23.42,27.0,109.0,40.7,179.0
female,29,24.82,11.0,88.0,39.7,44.0
